exp_sig,fan_cre,plt_con,mul_plt,plt_spo,pk_sco,maj_gen,fi,ao,typ,multi,cre_lev,tra_rate,vio,lt_hol,maj_inc,avg_pv,core_inf
TRUE,FALSE,FALSE,TRUE,B,460,m,type1,B,A,TRUE,type5,25,FALSE,C,type1,396,679
TRUE,TRUE,FALSE,TRUE,B,181,m,type6,B,C,TRUE,type5,37,FALSE,B,type4,8886,454
TRUE,TRUE,FALSE,TRUE,C,114,m,type3,A,B,TRUE,type4,41,FALSE,C,type3,1386,545
TRUE,FALSE,FALSE,TRUE,A,25465,m,type6,A,B,FALSE,type2,25,FALSE,A,type3,9806,513
TRUE,TRUE,FALSE,TRUE,A,30332,m,type2,B,A,FALSE,type1,29,FALSE,C,type1,2986,726
TRUE,TRUE,FALSE,TRUE,B,313,f,type1,B,A,TRUE,type3,29,FALSE,B,type3,4195,554
TRUE,TRUE,FALSE,TRUE,B,8181,m,type2,A,A,TRUE,type5,29,FALSE,A,type3,1315,519
FALSE,TRUE,FALSE,TRUE,A,1178,m,type1,A,A,FALSE,type5,25,TRUE,C,type1,6485,844
TRUE,TRUE,FALSE,TRUE,B,299,f,type1,A,A,FALSE,type5,29,FALSE,A,type3,212,531
FALSE,TRUE,FALSE,TRUE,B,141,f,type1,B,A,TRUE,type5,29,FALSE,B,type2,5929,662
FALSE,TRUE,FALSE,TRUE,B,28,m,type2,A,B,TRUE,type5,33,FALSE,C,type1,2905,795
FALSE,TRUE,FALSE,TRUE,A,15147,f,type6,A,B,FALSE,type2,16,FALSE,B,type2,9451,621
TRUE,FALSE,FALSE,TRUE,C,268,m,type5,B,B,TRUE,type1,33,FALSE,B,type3,5663,597
TRUE,TRUE,FALSE,TRUE,A,2246,m,type5,A,B,FALSE,type1,25,FALSE,A,type3,3738,546
TRUE,FALSE,FALSE,TRUE,B,351,m,type6,B,B,FALSE,type5,8,FALSE,B,type4,4980,379
TRUE,TRUE,FALSE,TRUE,C,494,m,type6,A,B,TRUE,type5,33,TRUE,C,type3,1404,527
TRUE,FALSE,FALSE,TRUE,C,1054,f,type3,A,A,TRUE,type4,25,FALSE,C,type4,4210,494
TRUE,FALSE,FALSE,TRUE,C,10326,m,type2,A,B,TRUE,type5,25,FALSE,B,type2,6447,627
TRUE,TRUE,FALSE,TRUE,A,30453,m,type6,A,A,FALSE,type2,29,FALSE,C,type1,4491,1070
TRUE,FALSE,FALSE,TRUE,B,299,f,type6,A,B,FALSE,type5,33,FALSE,A,type4,6279,434
TRUE,TRUE,FALSE,TRUE,C,24,f,type6,B,B,TRUE,type3,33,FALSE,C,type3,9064,618
TRUE,TRUE,FALSE,TRUE,C,394,f,type2,A,B,TRUE,type4,29,TRUE,C,type3,3508,533
FALSE,FALSE,FALSE,TRUE,A,10485,m,type6,B,B,TRUE,type4,25,TRUE,B,type2,7442,630
TRUE,FALSE,TRUE,TRUE,B,298,f,type2,A,B,FALSE,type4,25,FALSE,A,type3,889,562
TRUE,FALSE,FALSE,TRUE,B,96,f,type6,B,B,TRUE,type5,37,FALSE,C,type4,9966,489
TRUE,TRUE,FALSE,TRUE,B,2056,m,type2,A,B,TRUE,type4,29,FALSE,C,type3,6197,513
TRUE,TRUE,FALSE,TRUE,B,62,f,type3,B,B,FALSE,type4,62,FALSE,C,type2,9708,669
TRUE,FALSE,FALSE,TRUE,A,30439,f,type6,B,B,FALSE,type5,20,FALSE,B,type4,6260,489
TRUE,TRUE,FALSE,TRUE,C,384,f,type6,A,B,TRUE,type4,29,FALSE,B,type3,8500,573
TRUE,TRUE,FALSE,TRUE,B,2039,m,type5,A,B,FALSE,type4,29,FALSE,B,type4,8575,414
TRUE,FALSE,FALSE,TRUE,B,1291,m,type2,B,B,FALSE,type5,25,FALSE,C,type1,344,745
TRUE,FALSE,FALSE,TRUE,A,30170,m,type5,B,C,FALSE,type1,20,FALSE,B,type3,7308,579
TRUE,TRUE,FALSE,TRUE,A,4003,f,type6,C,A,TRUE,type4,37,FALSE,A,type1,1232,772
TRUE,TRUE,FALSE,TRUE,C,308,m,type1,A,B,FALSE,type4,33,FALSE,B,type4,9277,500
FALSE,FALSE,FALSE,TRUE,A,10079,f,type2,A,A,FALSE,type1,12,FALSE,C,type2,6001,644
TRUE,TRUE,FALSE,TRUE,B,241,m,type1,A,B,TRUE,type4,29,FALSE,B,type5,588,356
FALSE,FALSE,FALSE,TRUE,B,387,m,type1,A,B,FALSE,type1,20,FALSE,B,type3,6416,530
TRUE,TRUE,FALSE,TRUE,C,329,m,type6,A,B,FALSE,type5,20,FALSE,B,type1,2049,694
TRUE,TRUE,FALSE,TRUE,C,5342,m,type3,A,C,TRUE,type5,20,FALSE,C,type3,7581,599
TRUE,TRUE,FALSE,TRUE,B,106,f,type2,A,B,TRUE,type4,25,FALSE,B,type1,6455,723
TRUE,TRUE,FALSE,TRUE,C,65,m,type6,B,A,FALSE,type5,20,FALSE,B,type3,4890,601
TRUE,TRUE,FALSE,TRUE,B,300,m,type1,A,B,FALSE,type5,33,FALSE,A,type1,5717,1050
TRUE,TRUE,FALSE,TRUE,A,30061,f,type3,B,B,FALSE,type2,37,FALSE,C,type3,3203,539
FALSE,FALSE,FALSE,TRUE,A,30208,m,type1,A,A,FALSE,type2,16,TRUE,B,type2,47,634
TRUE,TRUE,FALSE,TRUE,C,395,m,type6,A,B,TRUE,type4,33,FALSE,B,type2,8439,646
FALSE,FALSE,FALSE,TRUE,A,30115,m,type5,B,A,FALSE,type2,29,TRUE,C,type1,6788,726
TRUE,FALSE,FALSE,TRUE,B,180,m,type5,B,B,TRUE,type5,37,FALSE,C,type2,3205,637
TRUE,TRUE,FALSE,TRUE,A,410,m,type1,A,B,TRUE,type5,29,FALSE,C,type2,2836,630
TRUE,FALSE,TRUE,TRUE,C,30004,f,type3,A,B,FALSE,type5,16,FALSE,A,type4,5359,380
TRUE,FALSE,FALSE,TRUE,C,272,m,type1,A,B,TRUE,type3,29,FALSE,B,type4,5731,462
FALSE,FALSE,FALSE,TRUE,A,10017,f,type1,A,A,TRUE,type1,33,FALSE,B,type1,342,722
TRUE,TRUE,FALSE,TRUE,C,2378,m,type6,A,B,FALSE,type5,33,FALSE,B,type1,588,804
TRUE,FALSE,FALSE,TRUE,B,30150,f,type6,A,B,TRUE,type1,8,FALSE,C,type3,9884,595
TRUE,TRUE,FALSE,TRUE,A,10199,m,type1,A,B,TRUE,type1,29,FALSE,C,type1,1361,678
TRUE,FALSE,FALSE,TRUE,C,10295,m,type6,B,B,TRUE,type1,25,FALSE,B,type1,8907,847
FALSE,FALSE,FALSE,TRUE,C,82,m,type5,A,B,TRUE,type1,33,FALSE,C,type4,6852,465
TRUE,FALSE,FALSE,TRUE,B,264,f,type6,A,B,TRUE,type3,37,TRUE,B,type1,454,707
FALSE,TRUE,FALSE,TRUE,A,21066,m,type6,A,A,FALSE,type2,29,FALSE,C,type2,7906,630
TRUE,FALSE,FALSE,TRUE,C,2263,f,type6,A,B,TRUE,type3,33,TRUE,B,type3,7458,556
TRUE,FALSE,FALSE,TRUE,B,30,f,type3,A,B,FALSE,type5,33,FALSE,C,type3,8287,553
TRUE,FALSE,FALSE,TRUE,A,30351,f,type5,B,B,TRUE,type1,33,FALSE,C,type3,397,545
FALSE,FALSE,FALSE,TRUE,A,30101,m,type4,C,B,FALSE,type2,25,FALSE,C,type3,7549,546
TRUE,FALSE,FALSE,TRUE,B,427,f,type4,A,B,FALSE,type5,33,FALSE,B,type3,4885,530
TRUE,FALSE,FALSE,TRUE,A,83,m,type6,A,A,FALSE,type5,33,FALSE,B,type3,4358,541
TRUE,TRUE,FALSE,TRUE,B,332,m,type3,B,A,TRUE,type5,29,TRUE,B,type2,284,626
FALSE,FALSE,FALSE,TRUE,B,454,f,type1,A,B,TRUE,type5,29,FALSE,A,type3,1060,503
TRUE,TRUE,FALSE,TRUE,B,316,m,type2,A,B,TRUE,type4,29,FALSE,B,type2,5457,618
TRUE,TRUE,FALSE,TRUE,C,257,m,type5,A,B,FALSE,type4,33,FALSE,B,type4,9327,489
TRUE,TRUE,FALSE,TRUE,B,303,m,type3,A,B,FALSE,type4,37,FALSE,C,type4,929,487
TRUE,FALSE,FALSE,TRUE,B,356,f,type4,A,B,TRUE,type4,29,FALSE,B,type3,3862,528
FALSE,FALSE,FALSE,TRUE,A,30007,f,type3,A,A,FALSE,type2,29,FALSE,C,type4,4187,440
TRUE,TRUE,FALSE,TRUE,B,447,m,type5,B,A,TRUE,type5,29,TRUE,B,type2,365,650
TRUE,FALSE,FALSE,TRUE,B,338,f,type5,A,B,TRUE,type5,25,FALSE,A,type3,9734,574
TRUE,FALSE,FALSE,TRUE,C,17,m,type3,A,B,TRUE,type5,25,FALSE,C,type4,2165,423
TRUE,TRUE,FALSE,TRUE,A,368,m,type6,A,B,TRUE,type1,33,TRUE,C,type1,3278,684
FALSE,FALSE,FALSE,TRUE,C,2269,f,type1,A,B,FALSE,type5,41,FALSE,A,type4,2167,505
TRUE,FALSE,FALSE,TRUE,C,237,m,type1,A,B,FALSE,type5,41,FALSE,C,type2,7591,648
TRUE,TRUE,FALSE,TRUE,C,346,m,type6,A,A,TRUE,type1,25,FALSE,A,type2,1132,669
TRUE,TRUE,FALSE,TRUE,B,488,f,type3,A,A,TRUE,type4,33,FALSE,A,type3,4240,581
TRUE,FALSE,FALSE,TRUE,B,30319,m,type6,A,B,FALSE,type5,29,FALSE,B,type4,6498,469
TRUE,TRUE,FALSE,TRUE,B,129,m,type2,A,B,TRUE,type3,41,FALSE,C,type3,28,513
TRUE,TRUE,FALSE,TRUE,A,30351,m,type5,A,B,FALSE,type2,16,FALSE,A,type3,8831,580
TRUE,FALSE,FALSE,TRUE,B,5442,m,type1,C,B,TRUE,type4,29,FALSE,B,type3,8354,517
TRUE,TRUE,FALSE,TRUE,C,431,m,type1,A,A,FALSE,type4,25,FALSE,B,type1,2628,905
TRUE,TRUE,FALSE,TRUE,B,69,m,type3,A,B,TRUE,type4,16,FALSE,A,type1,2725,700
TRUE,TRUE,FALSE,TRUE,B,334,m,type5,A,B,FALSE,type4,33,FALSE,A,type4,7277,433
TRUE,TRUE,FALSE,TRUE,A,1168,m,type2,A,B,TRUE,type4,29,FALSE,B,type3,5958,551
TRUE,TRUE,FALSE,TRUE,A,30353,f,type2,A,B,TRUE,type2,25,FALSE,C,type4,8638,493
TRUE,FALSE,FALSE,TRUE,B,384,f,type2,A,B,TRUE,type4,29,FALSE,C,type2,8131,622
TRUE,TRUE,FALSE,TRUE,C,1373,m,type3,A,B,TRUE,type4,33,FALSE,C,type1,8232,768
TRUE,FALSE,FALSE,TRUE,C,30091,m,type4,A,A,TRUE,type1,16,TRUE,B,type2,7379,610
TRUE,TRUE,FALSE,TRUE,B,93,m,type1,A,B,TRUE,type4,29,FALSE,A,type3,8705,518
TRUE,TRUE,FALSE,TRUE,B,5336,m,type5,A,B,TRUE,type5,29,FALSE,C,type4,1611,484
FALSE,FALSE,FALSE,TRUE,C,188,f,type5,A,B,TRUE,type5,33,FALSE,A,type4,4964,508
TRUE,FALSE,FALSE,TRUE,A,185,f,type2,A,A,FALSE,type1,37,FALSE,C,type2,1228,619
TRUE,TRUE,FALSE,TRUE,C,198,f,type2,A,B,TRUE,type4,29,TRUE,A,type4,7198,476
TRUE,TRUE,FALSE,TRUE,A,498,m,type6,C,A,TRUE,type1,41,FALSE,A,type1,9253,692
TRUE,FALSE,FALSE,TRUE,B,25255,m,type6,A,A,TRUE,type2,33,TRUE,B,type1,4417,671
FALSE,TRUE,FALSE,TRUE,A,111,m,type5,A,B,FALSE,type2,29,TRUE,C,type3,4796,524
TRUE,FALSE,FALSE,TRUE,B,30312,m,type6,A,A,TRUE,type5,33,FALSE,B,type2,4788,619
TRUE,FALSE,FALSE,TRUE,A,15071,m,type6,A,B,FALSE,type5,25,TRUE,C,type4,7141,440
TRUE,FALSE,FALSE,TRUE,B,2011,m,type1,A,B,TRUE,type4,29,FALSE,B,type1,8785,726
TRUE,FALSE,FALSE,TRUE,A,355,m,type6,A,B,TRUE,type1,29,FALSE,A,type3,6172,554
TRUE,TRUE,FALSE,TRUE,A,10,m,type5,A,B,TRUE,type5,29,TRUE,B,type1,1076,765
TRUE,TRUE,FALSE,TRUE,C,30,m,type6,A,A,TRUE,type5,33,FALSE,C,type4,8271,412
TRUE,TRUE,TRUE,TRUE,B,465,m,type6,A,B,TRUE,type5,29,TRUE,C,type3,9810,515
TRUE,FALSE,FALSE,TRUE,C,384,m,type1,A,A,TRUE,type4,29,FALSE,B,type2,5504,654
TRUE,TRUE,FALSE,TRUE,A,30308,m,type6,A,A,FALSE,type2,37,FALSE,A,type1,5463,725
TRUE,TRUE,FALSE,TRUE,B,452,m,type2,B,B,TRUE,type5,33,FALSE,C,type2,6079,669
TRUE,FALSE,FALSE,TRUE,A,269,m,type4,A,B,FALSE,type5,25,FALSE,C,type1,4331,722
FALSE,FALSE,FALSE,TRUE,A,30188,m,type1,A,A,TRUE,type2,33,FALSE,C,type3,9920,592
TRUE,TRUE,FALSE,TRUE,C,342,m,type3,B,A,TRUE,type5,33,FALSE,C,type3,2920,534
FALSE,TRUE,FALSE,TRUE,B,252,f,type5,A,B,TRUE,type4,33,FALSE,A,type3,485,565
FALSE,FALSE,FALSE,TRUE,A,389,f,type3,A,A,FALSE,type5,25,FALSE,C,type3,9032,540
TRUE,TRUE,FALSE,TRUE,B,30111,m,type6,B,B,TRUE,type4,16,FALSE,C,type3,8434,561
TRUE,FALSE,FALSE,TRUE,A,1011,m,type5,A,B,TRUE,type5,33,FALSE,C,type3,5140,613
TRUE,FALSE,FALSE,TRUE,B,262,m,type6,A,B,FALSE,type5,33,FALSE,B,type2,8732,655
TRUE,TRUE,FALSE,TRUE,B,154,f,type6,A,B,TRUE,type4,29,FALSE,A,type3,2483,533
TRUE,FALSE,FALSE,TRUE,A,180,m,type6,A,B,FALSE,type4,25,FALSE,C,type1,2305,692
TRUE,FALSE,FALSE,TRUE,B,25067,m,type6,A,B,TRUE,type4,29,FALSE,C,type3,7992,577
TRUE,TRUE,FALSE,TRUE,B,125,m,type6,A,B,TRUE,type3,33,TRUE,B,type4,9238,387
TRUE,TRUE,FALSE,TRUE,C,179,f,type1,C,B,TRUE,type4,37,FALSE,C,type3,4184,519
FALSE,TRUE,FALSE,TRUE,C,5427,f,type1,A,B,FALSE,type2,33,FALSE,C,type3,8821,568
FALSE,FALSE,FALSE,TRUE,B,174,f,type6,A,B,TRUE,type5,29,FALSE,C,type3,9258,547
TRUE,TRUE,FALSE,TRUE,C,222,m,type2,B,B,TRUE,type5,25,FALSE,B,type1,7108,793
TRUE,FALSE,FALSE,TRUE,C,432,f,type1,A,A,TRUE,type5,37,FALSE,A,type1,790,741
TRUE,TRUE,FALSE,TRUE,C,353,f,type3,A,A,TRUE,type3,33,TRUE,B,type2,3541,659
FALSE,FALSE,FALSE,TRUE,C,370,m,type1,A,B,TRUE,type1,20,TRUE,A,type2,262,664
TRUE,TRUE,FALSE,TRUE,B,435,m,type6,B,A,TRUE,type4,29,FALSE,B,type3,126,530
TRUE,TRUE,FALSE,TRUE,C,237,m,type6,A,B,TRUE,type4,29,FALSE,C,type3,974,520
TRUE,TRUE,TRUE,TRUE,B,273,m,type6,B,B,TRUE,type1,25,FALSE,C,type1,8721,877
TRUE,TRUE,FALSE,TRUE,C,180,m,type3,A,B,TRUE,type5,29,FALSE,B,type4,3467,492
TRUE,FALSE,FALSE,TRUE,B,5424,f,type3,A,A,FALSE,type4,25,FALSE,A,type1,4926,725
TRUE,TRUE,FALSE,TRUE,B,436,m,type1,A,B,TRUE,type3,25,FALSE,B,type3,3339,512
FALSE,TRUE,FALSE,TRUE,C,89,m,type6,A,C,TRUE,type1,33,TRUE,A,type4,6821,503
TRUE,TRUE,FALSE,TRUE,C,18,f,type1,A,B,TRUE,type1,50,FALSE,C,type1,8716,683
TRUE,FALSE,FALSE,TRUE,B,86,m,type2,A,B,TRUE,type3,29,FALSE,B,type4,1334,442
TRUE,TRUE,FALSE,TRUE,A,492,m,type1,B,B,FALSE,type1,25,FALSE,B,type1,9729,942
TRUE,FALSE,FALSE,TRUE,C,372,f,type6,B,B,TRUE,type5,33,TRUE,C,type4,2303,472
TRUE,FALSE,FALSE,TRUE,A,229,f,type5,A,B,TRUE,type1,29,FALSE,A,type4,1791,493
FALSE,TRUE,FALSE,TRUE,B,206,m,type6,A,B,TRUE,type1,29,FALSE,C,type3,6027,530
FALSE,FALSE,FALSE,TRUE,A,401,f,type2,B,B,FALSE,type5,16,FALSE,B,type4,3987,484
FALSE,TRUE,FALSE,TRUE,A,30243,m,type6,B,A,TRUE,type5,33,FALSE,C,type3,7216,552
TRUE,TRUE,FALSE,TRUE,C,245,m,type5,A,B,TRUE,type4,25,FALSE,B,type4,6971,489
TRUE,FALSE,FALSE,TRUE,B,78,m,type6,A,B,TRUE,type4,33,FALSE,B,type3,8106,553
FALSE,FALSE,FALSE,TRUE,B,183,f,type3,A,A,TRUE,type3,29,FALSE,B,type3,1979,569
TRUE,TRUE,FALSE,TRUE,C,378,m,type6,C,B,TRUE,type5,50,FALSE,B,type1,8225,695
TRUE,TRUE,FALSE,TRUE,C,118,m,type2,B,B,TRUE,type5,41,FALSE,B,type1,9962,749
TRUE,FALSE,FALSE,TRUE,B,2154,m,type6,A,B,TRUE,type4,29,FALSE,B,type2,7080,620
TRUE,FALSE,FALSE,TRUE,A,39,f,type3,B,B,TRUE,type4,29,FALSE,C,type3,4995,520
TRUE,TRUE,FALSE,TRUE,B,407,m,type6,A,B,TRUE,type3,33,TRUE,B,type3,780,608
TRUE,TRUE,FALSE,TRUE,B,497,m,type6,B,A,TRUE,type5,33,FALSE,B,type2,9577,645
TRUE,TRUE,FALSE,TRUE,C,396,m,type4,B,A,TRUE,type5,25,TRUE,B,type1,2947,764
TRUE,FALSE,FALSE,TRUE,A,5400,m,type3,B,B,FALSE,type1,37,FALSE,C,type4,2065,499
TRUE,TRUE,FALSE,TRUE,B,405,f,type6,A,B,TRUE,type3,29,TRUE,B,type1,545,795
FALSE,FALSE,FALSE,TRUE,B,423,m,type6,B,B,TRUE,type5,33,FALSE,B,type2,9568,618
TRUE,FALSE,FALSE,TRUE,B,184,f,type6,A,B,TRUE,type4,25,FALSE,C,type1,4282,751
TRUE,TRUE,FALSE,TRUE,B,128,f,type3,A,B,TRUE,type3,29,FALSE,C,type4,8173,467
TRUE,TRUE,FALSE,TRUE,B,191,m,type2,B,A,FALSE,type1,20,FALSE,B,type2,4112,620
TRUE,TRUE,FALSE,TRUE,C,106,m,type6,A,B,TRUE,type5,29,FALSE,C,type4,1235,376
FALSE,FALSE,TRUE,TRUE,A,188,f,type1,A,B,TRUE,type2,33,FALSE,C,type3,5896,548
TRUE,FALSE,FALSE,TRUE,B,490,m,type3,A,B,TRUE,type4,29,FALSE,B,type3,3600,541
TRUE,TRUE,FALSE,TRUE,C,30377,f,type6,A,A,TRUE,type4,29,FALSE,C,type3,2512,591
TRUE,FALSE,FALSE,TRUE,A,27,m,type5,A,B,FALSE,type5,33,FALSE,C,type3,8173,519
TRUE,FALSE,TRUE,TRUE,B,169,m,type6,A,B,FALSE,type5,33,FALSE,A,type3,503,534
TRUE,TRUE,FALSE,TRUE,B,5159,m,type1,B,A,TRUE,type1,16,FALSE,B,type1,8846,871
TRUE,TRUE,FALSE,TRUE,C,17105,f,type1,A,C,TRUE,type4,37,FALSE,A,type1,8039,677
FALSE,FALSE,FALSE,TRUE,A,103,m,type6,A,B,TRUE,type4,20,FALSE,A,type3,9690,558
FALSE,TRUE,FALSE,TRUE,A,30425,f,type6,A,A,FALSE,type5,29,FALSE,A,type4,5364,496
TRUE,TRUE,FALSE,TRUE,B,300,f,type4,C,B,FALSE,type4,29,FALSE,C,type3,570,528
TRUE,TRUE,FALSE,TRUE,A,30120,m,type3,B,A,FALSE,type2,50,FALSE,B,type2,5663,613
FALSE,TRUE,FALSE,TRUE,C,15197,m,type3,A,B,TRUE,type1,29,FALSE,B,type4,7621,500
TRUE,TRUE,FALSE,TRUE,C,341,m,type2,A,B,TRUE,type3,29,FALSE,B,type4,8457,461
TRUE,FALSE,FALSE,TRUE,A,4053,f,type5,A,B,TRUE,type5,41,FALSE,B,type1,9656,762
FALSE,FALSE,FALSE,TRUE,A,15308,m,type5,B,A,FALSE,type2,33,TRUE,B,type2,3097,627
TRUE,TRUE,FALSE,TRUE,B,68,m,type1,B,C,TRUE,type1,29,FALSE,B,type3,5254,567
TRUE,FALSE,FALSE,TRUE,C,458,m,type5,A,B,FALSE,type4,33,FALSE,C,type2,9571,656
TRUE,TRUE,FALSE,TRUE,B,1193,m,type1,A,B,FALSE,type5,37,FALSE,B,type1,6640,713
TRUE,FALSE,FALSE,TRUE,A,5173,m,type6,B,A,TRUE,type5,25,FALSE,C,type3,5992,550
TRUE,FALSE,FALSE,TRUE,B,134,m,type5,A,C,FALSE,type5,25,FALSE,B,type1,9232,750
TRUE,TRUE,FALSE,TRUE,B,337,m,type1,A,B,FALSE,type5,25,TRUE,A,type4,3847,414
FALSE,TRUE,FALSE,TRUE,A,5068,f,type3,A,A,TRUE,type2,33,FALSE,A,type3,7165,582
FALSE,TRUE,FALSE,TRUE,A,15194,m,type5,A,A,FALSE,type2,25,TRUE,B,type1,758,825
TRUE,FALSE,FALSE,TRUE,B,1220,m,type3,B,B,TRUE,type5,25,FALSE,B,type2,9381,626
TRUE,FALSE,FALSE,TRUE,B,207,m,type6,C,B,TRUE,type4,29,FALSE,B,type2,9647,613
TRUE,FALSE,FALSE,TRUE,C,49,m,type5,A,B,FALSE,type4,33,TRUE,C,type4,1262,469
TRUE,TRUE,FALSE,TRUE,C,333,m,type6,C,B,TRUE,type3,25,FALSE,B,type3,5187,532
TRUE,TRUE,FALSE,TRUE,C,294,f,type1,A,A,TRUE,type5,29,FALSE,A,type1,6590,685
TRUE,FALSE,FALSE,TRUE,A,260,f,type2,A,A,FALSE,type1,25,FALSE,B,type3,4598,541
TRUE,TRUE,FALSE,TRUE,A,472,m,type5,A,B,TRUE,type1,37,TRUE,B,type2,4529,614
FALSE,FALSE,FALSE,TRUE,B,350,m,type5,A,B,TRUE,type5,29,FALSE,B,type4,1867,441
TRUE,TRUE,FALSE,TRUE,C,348,m,type6,A,B,TRUE,type3,37,FALSE,B,type3,6246,575
TRUE,TRUE,FALSE,TRUE,C,145,f,type3,A,B,TRUE,type4,20,FALSE,C,type3,4929,594
FALSE,FALSE,FALSE,TRUE,A,67,f,type6,A,B,TRUE,type5,33,FALSE,B,type3,3948,557
TRUE,FALSE,FALSE,TRUE,C,2027,m,type4,A,B,TRUE,type5,20,FALSE,B,type5,5112,370
TRUE,FALSE,FALSE,TRUE,A,15051,f,type3,A,A,TRUE,type1,33,TRUE,C,type2,5505,612
TRUE,TRUE,FALSE,TRUE,B,259,m,type6,B,B,TRUE,type4,25,FALSE,C,type1,1506,717
TRUE,TRUE,FALSE,TRUE,B,475,m,type1,B,B,TRUE,type5,29,FALSE,C,type3,9390,548
TRUE,FALSE,FALSE,TRUE,B,2400,f,type5,A,B,TRUE,type5,33,FALSE,C,type3,9014,522
TRUE,FALSE,FALSE,TRUE,C,486,f,type3,B,A,TRUE,type4,33,FALSE,C,type4,8047,484
TRUE,FALSE,TRUE,TRUE,C,381,f,type6,B,B,TRUE,type4,29,FALSE,B,type4,2347,430
TRUE,FALSE,FALSE,TRUE,C,36,m,type1,A,B,TRUE,type4,33,FALSE,B,type4,8319,385
TRUE,TRUE,FALSE,TRUE,C,4048,m,type6,C,A,TRUE,type1,33,FALSE,B,type1,6838,780
TRUE,FALSE,FALSE,TRUE,C,401,f,type1,A,B,FALSE,type5,33,FALSE,A,type2,9904,656
TRUE,TRUE,TRUE,TRUE,C,11,m,type4,A,B,FALSE,type5,33,TRUE,C,type2,5003,661
TRUE,TRUE,FALSE,TRUE,C,342,m,type6,A,B,TRUE,type4,29,FALSE,B,type3,1150,601
TRUE,TRUE,FALSE,TRUE,C,332,m,type2,B,B,TRUE,type5,33,FALSE,B,type3,6713,549
TRUE,TRUE,FALSE,TRUE,B,20162,m,type5,A,B,TRUE,type4,33,FALSE,A,type4,9695,482
TRUE,TRUE,TRUE,TRUE,C,209,m,type1,A,B,TRUE,type3,25,FALSE,B,type4,1928,381
TRUE,FALSE,FALSE,TRUE,C,77,f,type4,A,A,TRUE,type4,33,FALSE,B,type1,2702,871
TRUE,TRUE,FALSE,TRUE,B,105,f,type4,A,B,TRUE,type4,37,FALSE,B,type3,6361,585
FALSE,TRUE,FALSE,TRUE,C,20129,m,type2,A,B,FALSE,type4,29,FALSE,B,type1,4559,797
TRUE,TRUE,FALSE,TRUE,B,80,m,type5,C,B,FALSE,type4,29,FALSE,B,type3,8051,517
TRUE,TRUE,FALSE,TRUE,B,481,m,type3,A,B,TRUE,type4,33,FALSE,B,type4,5605,448
FALSE,FALSE,FALSE,TRUE,A,333,m,type5,A,B,FALSE,type5,37,TRUE,B,type3,9507,557
TRUE,TRUE,FALSE,TRUE,A,30103,m,type1,A,B,FALSE,type2,16,TRUE,A,type2,2024,636
TRUE,FALSE,FALSE,TRUE,B,83,m,type1,A,B,FALSE,type4,33,FALSE,C,type2,8203,669
TRUE,TRUE,FALSE,TRUE,C,30257,m,type1,A,B,TRUE,type2,29,FALSE,C,type3,3359,525
TRUE,TRUE,FALSE,TRUE,C,480,m,type3,B,B,FALSE,type5,33,FALSE,B,type1,7388,680
FALSE,FALSE,FALSE,TRUE,A,14094,f,type6,A,A,TRUE,type5,37,FALSE,C,type1,563,733
TRUE,FALSE,FALSE,TRUE,C,4346,f,type6,B,B,TRUE,type1,33,FALSE,B,type3,1357,565
FALSE,FALSE,FALSE,TRUE,C,2158,m,type6,A,A,FALSE,type1,41,FALSE,A,type1,4067,707
TRUE,TRUE,FALSE,TRUE,B,495,m,type3,B,A,FALSE,type5,33,FALSE,B,type2,9976,638
TRUE,FALSE,TRUE,TRUE,A,481,f,type2,A,B,FALSE,type1,37,FALSE,C,type4,6299,409
TRUE,FALSE,FALSE,TRUE,B,252,m,type3,A,B,TRUE,type4,29,FALSE,C,type3,9039,513
TRUE,TRUE,FALSE,TRUE,B,2065,m,type6,A,B,TRUE,type3,25,FALSE,C,type4,1331,482
TRUE,FALSE,FALSE,TRUE,C,9,m,type5,B,B,FALSE,type4,20,FALSE,B,type5,1473,299
TRUE,FALSE,FALSE,TRUE,A,320,f,type5,A,C,TRUE,type1,37,FALSE,A,type1,2924,688
TRUE,TRUE,FALSE,TRUE,C,95,m,type1,A,B,TRUE,type4,29,FALSE,A,type3,4808,581
TRUE,FALSE,FALSE,TRUE,B,62,f,type6,A,A,FALSE,type5,29,FALSE,C,type4,3168,429
TRUE,TRUE,FALSE,TRUE,B,407,m,type5,A,B,TRUE,type3,33,FALSE,B,type4,5996,498
TRUE,TRUE,FALSE,TRUE,B,2125,m,type3,A,B,TRUE,type5,29,FALSE,B,type4,3098,438
TRUE,TRUE,FALSE,TRUE,C,4089,m,type6,A,B,TRUE,type4,29,FALSE,C,type1,1759,746
FALSE,TRUE,FALSE,TRUE,C,30470,m,type1,A,A,FALSE,type1,29,FALSE,B,type3,4101,615
FALSE,FALSE,FALSE,TRUE,C,5026,m,type5,A,B,FALSE,type5,33,FALSE,A,type4,4549,456
TRUE,FALSE,FALSE,TRUE,C,2216,m,type5,A,B,TRUE,type3,33,FALSE,C,type1,9088,741
TRUE,TRUE,FALSE,TRUE,B,435,m,type1,A,B,TRUE,type4,33,FALSE,A,type3,6840,613
TRUE,TRUE,FALSE,TRUE,C,435,m,type5,A,B,TRUE,type3,29,FALSE,B,type4,7817,391
